job_id,job_role,experience_level,years_of_experience,education_level,skills,tools_and_technologies,certifications,industry,employment_type,location,company_size,annual_salary_usd,remote_friendly
1071,Data Analyst,Senior,7,Bachelor's,"Python, Power BI, Excel, Statistics, Business Intelligence, Tableau, Pandas, Visualization","Excel, Looker",Google Data Analytics,Marketing,Full-time,Remote,Mid-size,136982,Yes
1072,NLP Engineer,Mid,6,Master's,"Problem Solving, Transformers, Hugging Face, Deep Learning, BERT, NLP","spaCy, NLTK",Hugging Face Course,Legal,Full-time,"Bangalore, India",Large,120892,No
1073,Data Analyst,Entry,1,Master's,"Visualization, Data Cleaning, Power BI, Data Analysis, SQL","Excel, Power BI",Tableau Desktop Specialist,Healthcare,Part-time,"Atlanta, GA",Large,36707,Yes
1074,Computer Vision Engineer,Mid,4,Bachelor's,"OpenCV, Python, CUDA, Image Processing, CNNs, PyTorch, Deep Learning, Computer Vision","Roboflow, OpenCV, CUDA",NVIDIA DLI,Retail,Full-time,"Denver, CO",Large,140808,Hybrid
1075,AI Product Manager,Mid,6,Bachelor's,"Data Analysis, Pandas, Agile, User Research, Stakeholder Management","Mixpanel, Tableau, Confluence",,Healthcare,Full-time,"Bangalore, India",Startup,142005,No
1076,AI Product Manager,Mid,6,Bachelor's,"Cloud (AWS/GCP/Azure), Roadmapping, Data Analysis, NumPy, SQL, Communication","Confluence, Tableau",CSPO,E-commerce,Full-time,"Paris, France",Large,140364,No
1077,Data Engineer,Mid,5,Bachelor's,"ETL, NumPy, Python, Hadoop, Kafka, Linux",Kafka,Databricks Associate,Finance,Full-time,"New York, NY",Large,122948,Hybrid
1078,AI Product Manager,Senior,13,Master's,"User Research, Communication, Agile, Strategy, SQL, Data Analysis, Statistics",Mixpanel,Google PM Certificate,SaaS,Full-time,"Denver, CO",Large,194064,Yes
1079,ML Engineer,Mid,5,PhD,"PyTorch, Cloud (AWS/GCP/Azure), CI/CD, Model Deployment, Kubernetes, Docker, Machine Learning, Mathematics",Docker,GCP Professional ML,Automotive,Full-time,"Seattle, WA",Large,139589,Yes
1080,Computer Vision Engineer,Mid,6,PhD,"Excel, CUDA, Visualization, TensorFlow, OpenCV, CNNs, Deep Learning, Object Detection",TensorFlow,AWS ML Specialty,Defense,Full-time,"San Francisco, CA",Large,120328,Yes
1081,NLP Engineer,Senior,14,PhD,"Python, Language Models, BERT, Machine Learning, Hugging Face, Pandas, Deep Learning, Transformers",NLTK,,E-commerce,Full-time,"San Francisco, CA",Large,211687,No
1082,Quant Researcher,Senior,7,PhD,"Pandas, Derivatives Pricing, R, Statistics, Risk Modeling, Mathematics, Financial Modeling, Python","Python, Bloomberg, QuantLib",CFA Level I,Insurance,Full-time,Washington DC,Startup,252578,No
1083,Data Scientist,Mid,5,Bachelor's,"Statistics, Scikit-learn, SQL, Linux, Machine Learning, Python","MLflow, Tableau, Jupyter",,Tech,Remote,"Bangalore, India",Startup,103862,Yes
1084,ML Engineer,Mid,4,Master's,"Scikit-learn, Cloud (AWS/GCP/Azure), Excel, PyTorch, Python, APIs, Docker","Docker, Kubernetes, FastAPI",Azure AI Engineer,Automotive,Full-time,"Seattle, WA",Large,149817,Yes
1085,Quant Researcher,Mid,6,Bachelor's,"Risk Modeling, Financial Modeling, Linux, Visualization, Monte Carlo","QuantLib, KDB+, Bloomberg",CFA Level I,Hedge Fund,Contract,"Austin, TX",Large,184273,Yes
1086,Computer Vision Engineer,Mid,3,Master's,"CNNs, CUDA, Computer Vision, Deep Learning, NumPy, Object Detection, TensorFlow","PyTorch, Roboflow, OpenCV",,Defense,Full-time,"Denver, CO",Large,137094,No
1087,AI Researcher,Mid,6,Master's,"Research, Deep Learning, Publications, Scikit-learn, Problem Solving, PyTorch, LaTeX",Weights & Biases,,Healthcare,Full-time,"Amsterdam, Netherlands",Mid-size,138502,Yes
1088,Computer Vision Engineer,Mid,5,Bachelor's,"Deep Learning, CNNs, Python, TensorFlow, CUDA, OpenCV, Machine Learning",OpenCV,,Healthcare,Full-time,"London, UK",Mid-size,116696,Hybrid
1089,Quant Researcher,Mid,3,Master's,"Backtesting, Financial Modeling, Data Analysis, Stochastic Calculus, Monte Carlo, R, Deep Learning","Bloomberg, KDB+, Python",,Banking,Full-time,Singapore,Large,143448,No
1090,Computer Vision Engineer,Entry,2,Bachelor's,"OpenCV, Image Processing, Excel, Deep Learning, Scikit-learn, Python, CNNs, TensorFlow",CUDA,AWS ML Specialty,Tech,Full-time,"Chicago, IL",Startup,89360,No
1091,NLP Engineer,Entry,0,Master's,"Language Models, PyTorch, Deep Learning, Hugging Face, Transformers, NLP, Text Processing, Python","NLTK, spaCy, Hugging Face",DeepLearning.AI NLP,Media,Internship,Remote,Mid-size,33768,Yes
1092,Data Engineer,Entry,0,Bachelor's,"ETL, Visualization, Pipeline Design, Data Warehousing, Excel, Spark, Python","Airflow, Kafka",AWS Data Analytics,Tech,Full-time,"Toronto, Canada",Startup,100551,No
1093,Data Scientist,Mid,4,Master's,"Storytelling, Problem Solving, Pandas, Machine Learning, APIs, Statistics, SQL, Scikit-learn","MLflow, Spark, Tableau",,Tech,Full-time,Remote,Large,129353,Yes
1094,ML Engineer,Entry,1,Bachelor's,"Scikit-learn, PyTorch, Cloud (AWS/GCP/Azure), Kubernetes, Mathematics, CI/CD, Machine Learning",PyTorch,,E-commerce,Contract,"Austin, TX",Large,97466,Hybrid
1095,Data Analyst,Mid,6,Bachelor's,"Business Intelligence, Tableau, Visualization, SQL, Power BI, Python, Excel","Excel, Google Sheets",,Retail,Full-time,"London, UK",Mid-size,76634,No
1096,Data Engineer,Mid,4,Master's,"Hadoop, Machine Learning, Airflow, Python, Data Warehousing, Scikit-learn, ETL, Kafka","Spark, Airflow, Redshift",AWS Data Analytics,Logistics,Contract,"Paris, France",Mid-size,117002,No
1097,NLP Engineer,Mid,3,Master's,"PyTorch, Linux, Python, BERT, Hugging Face, Language Models",Hugging Face,,Finance,Contract,Singapore,Large,121482,Hybrid
1098,Data Scientist,Entry,1,Master's,"A/B Testing, Deep Learning, Statistics, Feature Engineering, Machine Learning, Data Analysis",MLflow,Google Professional ML Engineer,Finance,Full-time,Remote,Large,74691,Yes
1099,AI Product Manager,Senior,8,Bachelor's,"Roadmapping, Strategy, Agile, Cloud (AWS/GCP/Azure), User Research","Tableau, Mixpanel",Google PM Certificate,Tech,Full-time,"San Francisco, CA",Mid-size,174777,No
1100,ML Engineer,Mid,3,Bachelor's,"Docker, Machine Learning, Linux, Cloud (AWS/GCP/Azure), APIs, PyTorch",Docker,AWS ML Specialty,Finance,Full-time,Remote,Large,154279,Yes
1101,AI Researcher,Mid,6,PhD,"Deep Learning, Cloud (AWS/GCP/Azure), Mathematics, Algorithm Design, LaTeX, PyTorch",SLURM,ICLR Paper Publication,Academia,Full-time,"Austin, TX",Mid-size,130287,No
1102,Computer Vision Engineer,Entry,0,Master's,"Object Detection, CNNs, Computer Vision, Python, Deep Learning, PyTorch, CUDA, TensorFlow","TensorFlow, OpenCV",,Healthcare,Full-time,"London, UK",Large,94119,Yes
1103,Computer Vision Engineer,Mid,2,Bachelor's,"Linux, Python, Machine Learning, CUDA, TensorFlow, Object Detection, Scikit-learn, PyTorch","TensorFlow, PyTorch, CUDA",,Tech,Full-time,"Atlanta, GA",Mid-size,155566,Yes
1104,Data Engineer,Mid,4,PhD,"Pipeline Design, Statistics, Deep Learning, Airflow, SQL, Spark, Kafka, Cloud (AWS/GCP/Azure)","Redshift, Spark, dbt",,Logistics,Full-time,"London, UK",Mid-size,144302,No
1105,Quant Researcher,Mid,2,Master's,"Statistics, R, Python, Monte Carlo, Git","Bloomberg, KDB+, QuantLib",FRM,Consulting,Full-time,Singapore,Large,162120,Yes
1106,NLP Engineer,Mid,5,Bachelor's,"Cloud (AWS/GCP/Azure), Transformers, Deep Learning, Text Processing, Tokenization",FastAPI,Hugging Face Course,Media,Full-time,"Chicago, IL",Large,150894,Hybrid
1107,AI Researcher,Mid,5,PhD,"Git, Experimentation, Publications, LaTeX, Statistics",PyTorch,,Robotics,Remote,"Amsterdam, Netherlands",Mid-size,136126,Yes
1108,Data Engineer,Mid,4,PhD,"Kafka, Airflow, Data Warehousing, Python, Deep Learning","Airflow, Kafka, dbt",AWS Data Analytics,E-commerce,Full-time,"Atlanta, GA",Large,110491,Yes
1109,AI Product Manager,Entry,0,Master's,"Scikit-learn, Communication, SQL, Agile, Strategy, Roadmapping, Linux","Confluence, Mixpanel, Jira",Google PM Certificate,Education,Full-time,"Sydney, Australia",Large,82451,No
1110,Computer Vision Engineer,Mid,4,Bachelor's,"NumPy, CNNs, Image Processing, Communication, Computer Vision",PyTorch,AWS ML Specialty,Healthcare,Remote,"San Francisco, CA",Startup,133008,Yes
1111,Data Engineer,Mid,4,Master's,"Hadoop, ETL, Python, Problem Solving, Kafka, Cloud (AWS/GCP/Azure), Spark, SQL","Spark, Kafka, Redshift",GCP Professional Data Engineer,Finance,Part-time,"Atlanta, GA",Mid-size,70921,Hybrid
1112,Computer Vision Engineer,Entry,1,Master's,"Computer Vision, Cloud (AWS/GCP/Azure), Python, CUDA, Object Detection, Image Processing",Roboflow,AWS ML Specialty,Manufacturing,Full-time,"New York, NY",Large,88494,Yes
1113,AI Product Manager,Senior,13,Bachelor's,"Machine Learning, Data Analysis, Roadmapping, SQL, Strategy","Confluence, Jira",Google PM Certificate,Finance,Full-time,"Toronto, Canada",Large,185231,No
1114,Quant Researcher,Senior,15,Master's,"R, Git, Python, Backtesting, Derivatives Pricing",QuantLib,FRM,Insurance,Remote,"London, UK",Startup,336249,Yes
1115,AI Product Manager,Entry,0,Master's,"Strategy, Product Management, Statistics, Data Analysis, Stakeholder Management","Jira, Figma, Mixpanel",PMI-ACP,SaaS,Full-time,Singapore,Startup,76459,Yes
1116,Data Engineer,Senior,14,Master's,"ETL, Pipeline Design, Git, Airflow, Hadoop, SQL, APIs","Airflow, Kafka",AWS Data Analytics,Healthcare,Full-time,"Boston, MA",Mid-size,166588,Hybrid
1117,Quant Researcher,Senior,15,Bachelor's,"Derivatives Pricing, R, Monte Carlo, Backtesting, Statistics, Visualization, Stochastic Calculus, NumPy","Python, QuantLib, Bloomberg",CFA Level I,Consulting,Full-time,"Amsterdam, Netherlands",Mid-size,213631,Hybrid
1118,Data Engineer,Entry,2,Bachelor's,"Pipeline Design, Airflow, Kafka, APIs, Linux, Data Warehousing, Spark","Kafka, Airflow, Redshift",AWS Data Analytics,Telecom,Full-time,"Seattle, WA",Startup,77013,No
1119,ML Engineer,Mid,2,Master's,"Deep Learning, Scikit-learn, Kubernetes, Excel, Cloud (AWS/GCP/Azure), PyTorch, Docker, APIs",Docker,,Finance,Full-time,"Bangalore, India",Mid-size,130953,Hybrid
1120,NLP Engineer,Entry,2,Bachelor's,"Transformers, NumPy, Tokenization, Text Processing, PyTorch","FastAPI, PyTorch",Hugging Face Course,Legal,Full-time,"Austin, TX",Mid-size,94867,No
1121,Computer Vision Engineer,Senior,12,Bachelor's,"Deep Learning, CNNs, PyTorch, Object Detection, Scikit-learn","Roboflow, PyTorch, TensorFlow",,Defense,Full-time,"Bangalore, India",Large,215512,No
1122,NLP Engineer,Mid,6,Master's,"Transformers, Python, Cloud (AWS/GCP/Azure), NLP, PyTorch, Text Processing","PyTorch, spaCy",DeepLearning.AI NLP,Healthcare,Full-time,"Atlanta, GA",Large,143880,Hybrid
1123,Data Engineer,Senior,12,PhD,"Kafka, Airflow, SQL, ETL, Python, Hadoop",Kafka,GCP Professional Data Engineer,Finance,Full-time,"New York, NY",Large,200880,No
1124,Data Engineer,Mid,3,Master's,"ETL, Pipeline Design, Visualization, Python, Airflow","Airflow, Redshift, Kafka",AWS Data Analytics,Logistics,Full-time,"London, UK",Large,132949,Yes
1125,Data Analyst,Mid,3,Master's,"Statistics, Excel, Business Intelligence, Data Cleaning, SQL, Visualization, Deep Learning",Excel,Tableau Desktop Specialist,E-commerce,Contract,Singapore,Large,90858,Yes
1126,Computer Vision Engineer,Entry,0,Bachelor's,"TensorFlow, Pandas, OpenCV, CUDA, PyTorch, Python, CNNs","CUDA, TensorFlow",,Tech,Remote,"Denver, CO",Startup,99346,Yes
1127,Data Engineer,Senior,12,Bachelor's,"Python, Problem Solving, SQL, Kafka, Spark",Spark,,Logistics,Contract,"Bangalore, India",Startup,191295,No
1128,Quant Researcher,Senior,12,PhD,"Monte Carlo, Derivatives Pricing, Statistics, Python, Risk Modeling","QuantLib, R, KDB+",,Insurance,Contract,Singapore,Large,272566,Yes
1129,Data Engineer,Mid,2,Bachelor's,"SQL, Data Warehousing, Cloud (AWS/GCP/Azure), ETL, Python, Spark, Deep Learning","Spark, Redshift",AWS Data Analytics,Telecom,Full-time,"Boston, MA",Mid-size,107013,No
1130,NLP Engineer,Mid,3,Master's,"APIs, Cloud (AWS/GCP/Azure), NLP, Hugging Face, Deep Learning, Text Processing, Transformers, Pandas","Hugging Face, spaCy, PyTorch",DeepLearning.AI NLP,Tech,Full-time,Remote,Startup,123591,Yes
1131,Data Engineer,Entry,1,Bachelor's,"SQL, APIs, Hadoop, Data Warehousing, Airflow, Excel, Kafka, Cloud (AWS/GCP/Azure)","dbt, Spark, Airflow",Databricks Associate,E-commerce,Remote,"Amsterdam, Netherlands",Mid-size,100515,Yes
1132,AI Researcher,Entry,0,Bachelor's,"Deep Learning, PyTorch, LaTeX, Statistics, Python, APIs",SLURM,,Robotics,Contract,"Boston, MA",Startup,121695,Hybrid
1133,Data Scientist,Senior,10,Bachelor's,"Linux, A/B Testing, Statistics, Pandas, Python, Feature Engineering",Spark,Google Professional ML Engineer,E-commerce,Remote,"Austin, TX",Mid-size,182709,Yes
1134,Data Engineer,Mid,2,PhD,"Spark, Python, Airflow, Excel, Scikit-learn, ETL, Kafka, SQL","dbt, Kafka",GCP Professional Data Engineer,Tech,Full-time,"New York, NY",Large,125297,Hybrid
1135,AI Product Manager,Entry,1,Bachelor's,"Strategy, Stakeholder Management, User Research, Mathematics, Communication",Confluence,,E-commerce,Full-time,"Amsterdam, Netherlands",Startup,95241,Hybrid
1136,Computer Vision Engineer,Entry,2,Master's,"Computer Vision, Image Processing, TensorFlow, Python, CNNs, CUDA, PyTorch","CUDA, OpenCV, PyTorch",NVIDIA DLI,Tech,Contract,"Denver, CO",Large,88269,Yes
1137,Data Scientist,Mid,5,Bachelor's,"Problem Solving, Statistics, SQL, Machine Learning, Feature Engineering, Python, Deep Learning, Storytelling",scikit-learn,,Retail,Full-time,"Sydney, Australia",Mid-size,104142,No
1138,Computer Vision Engineer,Mid,2,PhD,"Git, PyTorch, Deep Learning, Python, Computer Vision",CUDA,AWS ML Specialty,Retail,Full-time,"Boston, MA",Large,150565,Hybrid
1139,ML Engineer,Mid,5,Master's,"Linux, Docker, APIs, Cloud (AWS/GCP/Azure), CI/CD, Scikit-learn, Git","Kubernetes, FastAPI, TensorFlow",AWS ML Specialty,Defense,Full-time,"Sydney, Australia",Startup,155825,No
1140,Data Analyst,Entry,1,Master's,"SQL, Power BI, Tableau, Excel, Reporting, Statistics, Communication, Python",Power BI,Tableau Desktop Specialist,E-commerce,Full-time,Singapore,Startup,60574,No
1141,Data Scientist,Entry,2,Master's,"A/B Testing, Linux, Machine Learning, Statistics, Storytelling, Scikit-learn, Python","Spark, Tableau, Jupyter",Google Professional ML Engineer,E-commerce,Full-time,"Austin, TX",Large,90582,No
1142,NLP Engineer,Entry,2,Master's,"Tokenization, BERT, Language Models, Scikit-learn, NLP, Text Processing, Transformers, Visualization","spaCy, PyTorch, Hugging Face",Hugging Face Course,Tech,Full-time,Washington DC,Mid-size,76290,Hybrid
1143,ML Engineer,Senior,14,Master's,"Model Deployment, APIs, Mathematics, Kubernetes, Python, Machine Learning, Cloud (AWS/GCP/Azure)",TensorFlow,AWS ML Specialty,Automotive,Full-time,"San Francisco, CA",Large,162183,Hybrid
1144,AI Researcher,Mid,3,Bachelor's,"Deep Learning, Statistics, Python, Algorithm Design, LaTeX, Visualization","Weights & Biases, JAX",ICLR Paper Publication,Academia,Full-time,"Amsterdam, Netherlands",Large,173794,No
1145,AI Researcher,Mid,4,PhD,"Mathematics, Publications, LaTeX, Algorithm Design, PyTorch, Research, Experimentation, Python",Weights & Biases,,Defense,Remote,"London, UK",Mid-size,171944,Yes
1146,Data Scientist,Mid,5,Bachelor's,"Machine Learning, A/B Testing, Deep Learning, Pandas, Python",Spark,AWS ML Specialty,Healthcare,Full-time,"Denver, CO",Large,109343,Hybrid
1147,ML Engineer,Entry,2,Bachelor's,"Docker, APIs, Communication, Data Analysis, Linux",Kubernetes,AWS ML Specialty,Healthcare,Contract,"Dublin, Ireland",Large,110707,Yes
1148,Data Scientist,Mid,5,Master's,"Storytelling, Deep Learning, Machine Learning, Cloud (AWS/GCP/Azure), Pandas, Feature Engineering, Statistics","MLflow, Jupyter, Tableau",Google Professional ML Engineer,E-commerce,Full-time,"New York, NY",Large,134908,No
1149,Data Scientist,Mid,4,Master's,"Python, Visualization, Deep Learning, SQL, A/B Testing, Feature Engineering, Mathematics, Machine Learning","MLflow, Spark, scikit-learn",Google Professional ML Engineer,Healthcare,Contract,"San Francisco, CA",Large,142851,Yes
1150,Quant Researcher,Mid,3,PhD,"Cloud (AWS/GCP/Azure), R, Derivatives Pricing, Monte Carlo, Git, Linux, Mathematics, Statistics","QuantLib, Python",,Consulting,Full-time,"New York, NY",Mid-size,133745,Hybrid
1151,ML Engineer,Mid,4,Bachelor's,"Deep Learning, Pandas, Scikit-learn, Machine Learning, Python, PyTorch, Kubernetes",TensorFlow,,Tech,Full-time,"Boston, MA",Large,149100,No
1152,Quant Researcher,Entry,1,Bachelor's,"Communication, Problem Solving, Stochastic Calculus, Financial Modeling, Python, Backtesting",Python,FRM,Consulting,Remote,"Boston, MA",Large,114923,Yes
1153,ML Engineer,Mid,4,Master's,"PyTorch, Machine Learning, Python, Docker, Excel, Mathematics, Kubernetes, Scikit-learn","TensorFlow, Kubernetes",,Tech,Full-time,"Denver, CO",Large,138271,Hybrid
1154,Data Scientist,Senior,8,Master's,"Scikit-learn, Storytelling, Machine Learning, Git, Statistics, Pandas","MLflow, scikit-learn",,Tech,Full-time,"Amsterdam, Netherlands",Mid-size,156216,Hybrid
1155,Quant Researcher,Mid,5,Bachelor's,"R, Derivatives Pricing, Monte Carlo, Pandas, Financial Modeling","QuantLib, R",CFA Level I,Banking,Full-time,"San Francisco, CA",Mid-size,160676,Hybrid
1156,NLP Engineer,Mid,6,PhD,"Language Models, Text Processing, BERT, Hugging Face, Pandas","NLTK, FastAPI",DeepLearning.AI NLP,Healthcare,Full-time,"Amsterdam, Netherlands",Mid-size,149348,Yes
1157,AI Researcher,Mid,2,Bachelor's,"Publications, Mathematics, Statistics, Scikit-learn, Excel, PyTorch, Python","Overleaf, PyTorch",,Academia,Full-time,"Berlin, Germany",Mid-size,123027,No
1158,ML Engineer,Mid,2,PhD,"Model Deployment, PyTorch, Scikit-learn, APIs, Cloud (AWS/GCP/Azure), Visualization, Docker, Machine Learning",PyTorch,Azure AI Engineer,E-commerce,Full-time,"New York, NY",Large,151203,Hybrid
1159,AI Researcher,Entry,2,Master's,"PyTorch, LaTeX, Experimentation, Statistics, Mathematics",Overleaf,,Robotics,Full-time,"Austin, TX",Mid-size,111738,Yes
1160,Data Engineer,Mid,5,Bachelor's,"Mathematics, Pandas, SQL, Kafka, Deep Learning","dbt, Spark, Redshift",GCP Professional Data Engineer,Tech,Contract,"San Francisco, CA",Large,150763,No
1161,Data Scientist,Entry,0,Master's,"Scikit-learn, Feature Engineering, A/B Testing, Python, SQL","MLflow, scikit-learn",AWS ML Specialty,E-commerce,Full-time,Washington DC,Mid-size,84492,Yes
1162,ML Engineer,Mid,6,Bachelor's,"Kubernetes, Machine Learning, CI/CD, Docker, Cloud (AWS/GCP/Azure), APIs, PyTorch, Git","TensorFlow, FastAPI",Azure AI Engineer,E-commerce,Full-time,Remote,Startup,123962,Yes
1163,Data Scientist,Senior,9,Master's,"Python, Feature Engineering, Scikit-learn, Machine Learning, Statistics, SQL, Deep Learning","MLflow, Spark, Jupyter",,Insurance,Full-time,Singapore,Large,159503,Yes
1164,NLP Engineer,Entry,2,Master's,"Python, BERT, Excel, Deep Learning, Hugging Face","PyTorch, spaCy, NLTK",DeepLearning.AI NLP,Tech,Full-time,"Austin, TX",Mid-size,96546,Yes
1165,Data Engineer,Mid,6,Bachelor's,"ETL, Cloud (AWS/GCP/Azure), Python, Spark, Pipeline Design","dbt, Redshift",Databricks Associate,Telecom,Contract,"Amsterdam, Netherlands",Mid-size,116151,Yes
1166,Data Scientist,Entry,0,Bachelor's,"Python, Problem Solving, APIs, A/B Testing, Deep Learning",Tableau,Google Professional ML Engineer,Insurance,Full-time,"Austin, TX",Large,80528,Hybrid
1167,Data Analyst,Mid,2,Bachelor's,"Power BI, Visualization, Business Intelligence, Problem Solving, Tableau","Google Sheets, Tableau, Power BI",Google Data Analytics,Finance,Full-time,"Sydney, Australia",Mid-size,82217,No
